title,url,publish_date,matching_keyword,word_count,html_file,markdown_file
Jesus is Not Isa bin Maryam: A Theological and Historical Challenge to Islamic Christology,https://www.maxshimbaministries.org/2025/12/jesus-is-not-isa-bin-maryam-theological.html,"December 09, 2025",islam,945,,
Jesus is Not Isa bin Maryam:,https://www.maxshimbaministries.org/2025/12/jesus-is-not-isa-bin-maryam.html,"December 09, 2025",islam,726,,
"Rebecca, Sarah, and the “Child-Bride” Argument: a careful textual and historical rebuttal",https://www.maxshimbaministries.org/2025/12/rebecca-sarah-and-child-bride-argument.html,"December 09, 2025",muslim,973,,
Is Muhammad a True Prophet?,https://www.maxshimbaministries.org/2025/12/is-muhammad-true-prophet.html,"December 08, 2025",islam,938,,
"Miriam, Mary, and Maryam: Understanding the Differences Across Judaism, Christianity, and Islam",https://www.maxshimbaministries.org/2025/12/miriam-mary-and-maryam-understanding.html,"December 08, 2025",islam,965,,
Why Did Muhammad Consider Aisha Mature at Six but Fatimah “Too Young”?,https://www.maxshimbaministries.org/2025/12/why-did-muhammad-consider-aisha-mature.html,"December 08, 2025",islam,593,,
Christianity vs. Islam: When You Judge a Tree by Its Fruit,https://www.maxshimbaministries.org/2025/12/christianity-vs-islam-when-you-judge.html,"December 08, 2025",islam,372,,
The Theology of Baptism: A Christian Appeal to Muslims,https://www.maxshimbaministries.org/2025/12/the-theology-of-baptism-christian.html,"December 08, 2025",muslim,553,,
The Question of Jibril’s Identity in Muhammad’s Revelation: A Critical Examination,https://www.maxshimbaministries.org/2025/12/the-question-of-jibrils-identity-in_8.html,"December 08, 2025",islam,730,,
Pork in the Qur’an: A Theological and Textual Examination,https://www.maxshimbaministries.org/2025/12/pork-in-quran-theological-and-textual_8.html,"December 08, 2025",islam,681,,
WAS MUHAMMAD SUNNI OR SHIA?,https://www.maxshimbaministries.org/2025/12/was-muhammad-sunni-or-shia.html,"December 08, 2025",islam,979,,
Was Muhammad a Sunni or a Shia?,https://www.maxshimbaministries.org/2025/12/was-muhammad-sunni-or-shia_8.html,"December 08, 2025",islam,1003,,
MUHAMMAD WAS UNAWARE OF RELIGION,https://www.maxshimbaministries.org/2025/12/muhammad-was-unaware-of-religion.html,"December 08, 2025",islam,813,,
Jesus and the Kaaba: A Critical Examination of Muhammad’s Claim,https://www.maxshimbaministries.org/2025/12/jesus-and-kaaba-critical-examination-of.html,"December 04, 2025",islam,893,,
“Did Jesus Circulate the Kaʿbah?” — A Scholarly Critique of the Hadith and Its Claims,https://www.maxshimbaministries.org/2025/12/did-jesus-circulate-kabah-scholarly.html,"December 04, 2025",hadith,461,,
“Did Jesus Circulate the Kaʿbah?” — A Scholarly Critique of the Hadith and Its Claims,https://www.maxshimbaministries.org/2025/12/did-jesus-circulate-kabah-scholarly_4.html,"December 04, 2025",islam,1476,,
Pork in the Qur’an: A Theological and Textual Examination,https://www.maxshimbaministries.org/2025/12/pork-in-quran-theological-and-textual.html,"December 04, 2025",islam,681,,
The Question of Jibril’s Identity in Muhammad’s Revelation: A Critical Examination,https://www.maxshimbaministries.org/2025/12/the-question-of-jibrils-identity-in.html,"December 04, 2025",islam,730,,
Exposing the kissing of the Black Stone (Hajar al-Aswad) as a pagan practice with no theological consistency,https://www.maxshimbaministries.org/2025/12/exposing-kissing-of-black-stone-hajar.html,"December 04, 2025",islam,916,,
Adultery and Islamic Hadith Literature: A Critical Theological Analysis,https://www.maxshimbaministries.org/2025/12/adultery-and-islamic-hadith-literature.html,"December 04, 2025",islam,834,,
The Misrepresentation of the Trinity in the Qur’an,https://www.maxshimbaministries.org/2025/12/the-misrepresentation-of-trinity-in.html,"December 03, 2025",allah,588,,
Are Camels “Devils”?,https://www.maxshimbaministries.org/2025/12/are-camels-devils.html,"December 03, 2025",muslim,1375,,
"Jesus Christ as God: The Truth, the Way, and the Life",https://www.maxshimbaministries.org/2025/12/jesus-christ-as-god-truth-way-and-life.html,"December 03, 2025",dua,333,,
Jesus’ Death in the Qur’an and Ḥadīth — A Scholarly Challenge to the Denial,https://www.maxshimbaministries.org/2025/12/jesus-death-in-quran-and-hadith.html,"December 03, 2025",muslim,1265,,
The Historical Treatment of Christians under Islamic Rule: Lessons for Contemporary Western Policy,https://www.maxshimbaministries.org/2025/12/the-historical-treatment-of-christians.html,"December 03, 2025",islam,684,,
Title: A Scholarly Debate on Ishmael’s Lineage and the Ethnic Origins of Muhammad,https://www.maxshimbaministries.org/2025/12/title-scholarly-debate-on-ishmaels.html,"December 03, 2025",islam,681,,
Divine Uncertainty in Qur’an 47:28: A Theological Inquiry into Allah’s “Installation”,https://www.maxshimbaministries.org/2025/12/divine-uncertainty-in-quran-4728.html,"December 03, 2025",allah,805,,
"GOD IS IMPARTIAL, BUT ALLAH IS PARTIAL: A THEOLOGICAL COMPARATIVE ANALYSIS BETWEEN THE GOD OF THE BIBLE AND THE ALLAH OF THE QUR’AN",https://www.maxshimbaministries.org/2025/12/god-is-impartial-but-allah-is-partial.html,"December 03, 2025",allah,904,,
Questioning the Angelic Identity of Jibril: A Critical Examination of Qur’anic Interpretation,https://www.maxshimbaministries.org/2025/12/questioning-angelic-identity-of-jibril.html,"December 03, 2025",islam,825,,
Ex-Muslims Turning to Christ: A Global Spiritual Awakening,https://www.maxshimbaministries.org/2025/12/ex-muslims-turning-to-christ-global.html,"December 03, 2025",muslim,298,,
Miracles and Prophetic Integrity: A Theological Comparison between Jesus and Muhammad,https://www.maxshimbaministries.org/2025/12/miracles-and-prophetic-integrity.html,"December 03, 2025",islam,942,,
Temporary Marriage in Early Islam: A Critical Analysis of Sahih al-Bukhari 4615,https://www.maxshimbaministries.org/2025/12/temporary-marriage-in-early-islam.html,"December 03, 2025",islam,761,,
THE DAUGHTERS OF ALLAH,https://www.maxshimbaministries.org/2025/12/the-daughters-of-allah.html,"December 03, 2025",muslim,1321,,
Apostle Paul vs. Muhammad: Who Stands as the True Messenger?,https://www.maxshimbaministries.org/2025/12/apostle-paul-vs-muhammad-who-stands-as.html,"December 03, 2025",muslim,1105,,
Sermon: The False Trinity of the Qur’an,https://www.maxshimbaministries.org/2025/12/sermon-false-trinity-of-quran.html,"December 03, 2025",allah,482,,
Debate Closing Statement: The False Trinity of the Qur’an,https://www.maxshimbaministries.org/2025/12/debate-closing-statement-false-trinity.html,"December 03, 2025",allah,319,,
Scholarly Rebuttal Outline: Trinity and Mary in the Qur’an,https://www.maxshimbaministries.org/2025/12/scholarly-rebuttal-outline-trinity-and.html,"December 03, 2025",allah,260,,
A Critical Analysis of Qur’an 21:107,https://www.maxshimbaministries.org/2025/12/a-critical-analysis-of-quran-21107.html,"December 03, 2025",muslim,657,,
Two Hearts in One Chest?,https://www.maxshimbaministries.org/2025/12/two-hearts-in-one-chest.html,"December 03, 2025",islam,1324,,
A Theological Critique of Islamic Revelation: An Academic Perspective,https://www.maxshimbaministries.org/2025/12/a-theological-critique-of-islamic.html,"December 02, 2025",islam,557,,
THREE (3) REASONS WHY MUHAMMAD IS NOT A PROPHET,https://www.maxshimbaministries.org/2025/12/three-3-reasons-why-muhammad-is-not.html,"December 02, 2025",muhammad,857,,
Allah Publicly Disgraces Muhammad,https://www.maxshimbaministries.org/2025/12/allah-publicly-disgraces-muhammad.html,"December 02, 2025",muslim,408,,
Women Have No Place in the Islamic Heaven (Jannah),https://www.maxshimbaministries.org/2025/12/women-have-no-place-in-islamic-heaven.html,"December 02, 2025",islam,594,,
MUHAMMAD AND THE USE OF KOHL (WANJA),https://www.maxshimbaministries.org/2025/12/muhammad-and-use-of-kohl-wanja.html,"December 02, 2025",muhammad,407,,
An Academic Examination of Biblical Messengers and the Historical Non-Existence of Islam Prior to Muhammad,https://www.maxshimbaministries.org/2025/12/an-academic-examination-of-biblical.html,"December 02, 2025",islam,748,,
The Theological Infiltration of Islam into Christian Thought: A Critical Examination,https://www.maxshimbaministries.org/2025/12/the-theological-infiltration-of-islam.html,"December 02, 2025",islam,302,,
Nikāḥ ḥalālah (tahlīl) — an academic overview,https://www.maxshimbaministries.org/2025/12/nikah-halalah-tahlil-academic-overview.html,"December 02, 2025",islam,983,,
Islamic Halal Slaughter: A Theological and Ethical Critique,https://www.maxshimbaministries.org/2025/12/islamic-halal-slaughter-theological-and.html,"December 02, 2025",islam,330,,
"Unequal Equality? A Critical Examination of Race, Gender, and Hierarchy in Early Islamic Texts",https://www.maxshimbaministries.org/2025/12/unequal-equality-critical-examination.html,"December 02, 2025",islam,676,,
A Scholarly Observation on Ritual Invocation in Islam and Ancestral Traditions,https://www.maxshimbaministries.org/2025/12/a-scholarly-observation-on-ritual.html,"December 02, 2025",islam,155,,
Question for Muslim Scholars and Believers,https://www.maxshimbaministries.org/2025/12/question-for-muslim-scholars-and.html,"December 02, 2025",islam,144,,
A Comparative Theological Observation on Islamic Prayer Practices,https://www.maxshimbaministries.org/2025/12/a-comparative-theological-observation.html,"December 02, 2025",islam,150,,
A Theological Examination of the Biblical God (YHWH) and the Quranic Allah,https://www.maxshimbaministries.org/2025/12/a-theological-examination-of-biblical.html,"December 02, 2025",quran,236,,
I AM,https://www.maxshimbaministries.org/2025/12/i-am.html,"December 02, 2025",islam,1244,,
"Eli, Eli, Lama Sabachthani: A Theological Defense of Jesus’ Fulfillment of Psalm 22, Not Forgetfulness",https://www.maxshimbaministries.org/2025/12/eli-eli-lama-sabachthani-theological.html,"December 02, 2025",muslim,1296,,
WHY JESUS CHRIST IS GREATER THAN MUHAMMAD AND ALLAH,https://www.maxshimbaministries.org/2025/12/why-jesus-christ-is-greater-than.html,"December 02, 2025",muslim,803,,
Sheikh Arrested for Selling Pork as Lamb: A Case Study in Religious Ethics and Consumer Deception,https://www.maxshimbaministries.org/2025/12/sheikh-arrested-for-selling-pork-as.html,"December 02, 2025",islam,612,,
"Muhammad, Prophecy, and the Test of a True Messenger",https://www.maxshimbaministries.org/2025/12/muhammad-prophecy-and-test-of-true.html,"December 02, 2025",muhammad,1868,,
"Muhammad, Prophecy, and the Theological Criterion of a True Prophet",https://www.maxshimbaministries.org/2025/12/muhammad-prophecy-and-theological.html,"December 02, 2025",muhammad,2121,,
The Paradox of Final Prophethood in Islam: A Theological Examination of Muhammad and the Return of Isa ibn Maryam (Jesus Christ),https://www.maxshimbaministries.org/2025/12/the-paradox-of-final-prophethood-in.html,"December 02, 2025",islam,1027,,
An Academic and Theological Debate on the Adam–Moses Encounter in Sahih al-Bukhari 6614,https://www.maxshimbaministries.org/2025/12/an-academic-and-theological-debate-on.html,"December 02, 2025",hadith,892,,
An Academic Inquiry into the Muslim Prayer for Guidance: A Theological and Philosophical Analysis,https://www.maxshimbaministries.org/2025/12/an-academic-inquiry-into-muslim-prayer.html,"December 02, 2025",islam,820,,
"Jesus Is Not Just a Prophet. Muslims, Do Not Deceive Yourselves!!",https://www.maxshimbaministries.org/2025/12/jesus-is-not-just-prophet-muslims-do.html,"December 01, 2025",islam,397,,
"The Qur’an, contrary to widespread belief among its adherents, is not necessarily divinely inspired or authored",https://www.maxshimbaministries.org/2025/12/the-quran-contrary-to-widespread-belief.html,"December 01, 2025",muhammad,1434,,
WHY KHADIJA OPENED HER HEART TO MUHAMMAD,https://www.maxshimbaministries.org/2025/12/why-khadija-opened-her-heart-to-muhammad.html,"December 01, 2025",muhammad,670,,
What is the veil according to the Bible?,https://www.maxshimbaministries.org/2025/12/what-is-veil-according-to-bible.html,"December 01, 2025",muslim,653,,
Why Do We Say ISIS Are “True Muslims”?,https://www.maxshimbaministries.org/2025/12/why-do-we-say-isis-are-true-muslims.html,"December 01, 2025",muslim,489,,
"Helel, Lucifer, and Halal: A Philological and Theological Inquiry into Claims of Linguistic Relationship",https://www.maxshimbaministries.org/2025/12/helel-lucifer-and-halal-philological.html,"December 01, 2025",islam,759,,
Why Did Aisha Give Her Flower to Safwan Ibn Al-Muattal?,https://www.maxshimbaministries.org/2025/12/why-did-aisha-give-her-flower-to-safwan.html,"December 01, 2025",muslim,528,,
"The Bible Is Not Corrupted — Rather, Muslims Have Been Misinformed",https://www.maxshimbaministries.org/2025/12/the-bible-is-not-corrupted-rather.html,"December 01, 2025",islam,529,,
Was Muhammad Sent Only to the Arabs?,https://www.maxshimbaministries.org/2025/12/was-muhammad-sent-only-to-arabs.html,"December 01, 2025",islam,779,,
Do Not Be Deceived — Gabriel Was Not Sent to Muhammad,https://www.maxshimbaministries.org/2025/12/do-not-be-deceived-gabriel-was-not-sent.html,"December 01, 2025",muhammad,477,,
A Critical Examination of Muhammad’s Death Rites in Relation to Islamic Normative Practice,https://www.maxshimbaministries.org/2025/12/a-critical-examination-of-muhammads.html,"December 01, 2025",islam,568,,
Additional Controversial Characteristics Recorded in Islamic Traditions,https://www.maxshimbaministries.org/2025/12/additional-controversial.html,"December 01, 2025",islam,343,,
Jesus Is the Real One: A Critical Theological Analysis of the Islamic Isa bin Maryam,https://www.maxshimbaministries.org/2025/12/jesus-is-real-one-critical-theological.html,"December 01, 2025",islam,743,,
Revised Professional Questions,https://www.maxshimbaministries.org/2025/12/revised-professional-questions.html,"December 01, 2025",islam,273,,
A Comparative Theological Analysis of Jesus and Muhammad,https://www.maxshimbaministries.org/2025/12/a-comparative-theological-analysis-of.html,"December 01, 2025",islam,760,,
Jesus and Muhammad: A Comparative Theological and Ethical Analysis,https://www.maxshimbaministries.org/2025/12/jesus-and-muhammad-comparative.html,"December 01, 2025",muhammad,680,,
"A Comparative Theological and Narrative Analysis of Moses, Jesus, and Muhammad",https://www.maxshimbaministries.org/2025/12/a-comparative-theological-and-narrative.html,"December 01, 2025",islam,1132,,
MUHAMMAD THE FALSE PROPHET,https://www.maxshimbaministries.org/2025/12/muhammad-false-prophet.html,"December 01, 2025",muslim,967,,
Is there a massive hidden land in the hadith?,https://www.maxshimbaministries.org/2025/12/is-there-massive-hidden-land-in-hadith.html,"December 01, 2025",hadith,1239,,
The Crisis of Authenticity in Islam: A Theological and Sociopolitical Reflection,https://www.maxshimbaministries.org/2025/12/the-crisis-of-authenticity-in-islam.html,"December 01, 2025",islam,679,,
Islam as a Culture of Arabification,https://www.maxshimbaministries.org/2025/12/islam-as-culture-of-arabification.html,"December 01, 2025",islam,458,,
The Theological Roots of Muhammad’s Hostility toward Jews and Christians,https://www.maxshimbaministries.org/2025/12/the-theological-roots-of-muhammads.html,"December 01, 2025",islam,792,,
The Comparative Moral Evaluation of Muhammad and Jesus Christ,https://www.maxshimbaministries.org/2025/12/the-comparative-moral-evaluation-of.html,"December 01, 2025",islam,384,,
The Apostolic Witness to the Divinity of Christ: A Theological Response to Islamic Criticism,https://www.maxshimbaministries.org/2025/12/the-apostolic-witness-to-divinity-of.html,"December 01, 2025",islam,427,,
An Academic Analysis of the Rapid Growth of Islam: A Theological Perspective,https://www.maxshimbaministries.org/2025/12/an-academic-analysis-of-rapid-growth-of.html,"December 01, 2025",islam,441,,
Why direct archaeological references to the name Allah are scarce,https://www.maxshimbaministries.org/2025/12/why-direct-archaeological-references-to.html,"December 01, 2025",islam,1179,,
Muhammad and the Question of Mercy: A Critical Examination of Qur’an 80:1,https://www.maxshimbaministries.org/2025/12/muhammad-and-question-of-mercy-critical.html,"December 01, 2025",islam,617,,
The Ethical Contrast Between the Teachings of Jesus Christ and the Teachings of Muhammad,https://www.maxshimbaministries.org/2025/12/the-ethical-contrast-between-teachings.html,"December 01, 2025",muhammad,580,,
The Incompatibility of Quranic Doctrine with Genuine Peacebuilding,https://www.maxshimbaministries.org/2025/12/the-incompatibility-of-quranic-doctrine.html,"December 01, 2025",islam,270,,
Militant Attack on Chibok: Churches and Vehicles Set Ablaze in Renewed Violence,https://www.maxshimbaministries.org/2025/12/militant-attack-on-chibok-churches-and.html,"November 8, 2025",islam,193,,
A Rising Threat: Radical Islam’s Reign of Terror Against Christians in Mozambique,https://www.maxshimbaministries.org/2025/12/a-rising-threat-radical-islams-reign-of.html,"October 28, 2025",islam,435,,
U.S. Missionary Kidnapped by Suspected Jihadists in Niger: A Theological Reflection and Call to Prayer,https://www.maxshimbaministries.org/2025/12/us-missionary-kidnapped-by-suspected.html,"October 28, 2025",jihad,957,,
Abraham Never Built the Kaʿbah,https://www.maxshimbaministries.org/2025/10/abraham-never-built-kabah.html,"October 06, 2025",islam,1733,,
How can Ishmael’s African lineage be reconciled with the claim that Muhammad was purely Arab?,https://www.maxshimbaministries.org/2025/10/how-can-ishmaels-african-lineage-be.html,"October 06, 2025",islam,678,,
MUHAMMAD IS WORSHIPPED BY BEASTS AND TREES: A CRITICAL ANALYSIS OF AÏSHA’S TESTIMONY,https://www.maxshimbaministries.org/2025/10/muhammad-is-worshipped-by-beasts-and.html,"October 06, 2025",muhammad,789,,
Divine Uncertainty in Qur’an 47:28: A Theological Inquiry into Allah’s “Installation”,https://www.maxshimbaministries.org/2025/10/divine-uncertainty-in-quran-4728.html,"October 06, 2025",allah,805,,
ALLAH ALITEREMSHA AYA NA KUELEZA KUWA SINAGOGI SIO MISIKITI,https://www.maxshimbaministries.org/2025/09/allah-aliteremsha-aya-na-kueleza-kuwa.html,"September 30, 2025",islam,929,,
Muhammad Gets Mounted by Men!,https://www.maxshimbaministries.org/2025/09/muhammad-gets-mounted-by-men.html,"September 28, 2025",muhammad,955,,
MUHAMMAD’S TALKING ANIMAL FARM,https://www.maxshimbaministries.org/2025/09/muhammads-talking-animal-farm.html,"September 28, 2025",muhammad,229,,
MUHAMMAD’S TALKING DONKEY,https://www.maxshimbaministries.org/2025/09/muhammads-talking-donkey.html,"September 28, 2025",muhammad,1146,,
ABU TALIB BREASTFEEDS MUHAMMAD,https://www.maxshimbaministries.org/2025/09/abu-talib-breastfeeds-muhammad.html,"September 28, 2025",muslim,206,,
Five Step Outline Proving Muhammad is Worshiped as a God,https://www.maxshimbaministries.org/2025/09/five-step-outline-proving-muhammad-is.html,"September 28, 2025",muhammad,1189,,
Grave Worship: More of Muhammad’s Duplicity Exposed,https://www.maxshimbaministries.org/2025/09/grave-worship-more-of-muhammads.html,"September 28, 2025",muhammad,3321,,
PROOF THAT MUSLIMS ARE MUHAMMADANS,https://www.maxshimbaministries.org/2025/09/proof-that-muslims-are-muhammadans.html,"September 28, 2025",islam,1445,,
MORE PROOF THAT MUSLIMS WORSHIP MUHAMMAD,https://www.maxshimbaministries.org/2025/09/more-proof-that-muslims-worship-muhammad.html,"September 28, 2025",muslim,1284,,
HOW ISLAM TRANSFORMED MUHAMMAD INTO A CHRIST FIGURE,https://www.maxshimbaministries.org/2025/09/how-islam-transformed-muhammad-into.html,"September 28, 2025",islam,9268,,
Why is Palestine Not Mentioned in the Qur’an?,https://www.maxshimbaministries.org/2025/09/why-is-palestine-not-mentioned-in-quran.html,"September 23, 2025",allah,558,,
"Muhammad Alifia Kifuani Kwa Aisha: Uchambuzi wa Kisomi, Kihistoria, na Majadiliano",https://www.maxshimbaministries.org/2025/09/muhammad-alifia-kifuani-kwa-aisha_23.html,"September 23, 2025",muhammad,636,,
Allah na Muhammad Wamemkopia Mtume Paulo: Uchanganuzi wa Kitaaluma,https://www.maxshimbaministries.org/2025/09/allah-na-muhammad-wamemkopia-mtume.html,"September 21, 2025",muhammad,556,,
Muhammad’s Bribing People to Be/Remain Muslims,https://www.maxshimbaministries.org/2025/09/muhammads-bribing-people-to-beremain.html,"September 21, 2025",islam,1614,,
"Catholic Encyclopedia, Muhammad & Islam",https://www.maxshimbaministries.org/2025/09/catholic-encyclopedia-muhammad-islam.html,"September 21, 2025",islam,1989,,
"Catholic Encyclopedia, Jews & Muslims",https://www.maxshimbaministries.org/2025/09/catholic-encyclopedia-jews-muslims.html,"September 21, 2025",muslim,2397,,
"Russian Patriarch Kirill on Islam, Judaism & Buddhism",https://www.maxshimbaministries.org/2025/09/russian-patriarch-kirill-on-islam.html,"September 21, 2025",islam,1751,,
"Eastern Orthodox on Islam, Judaism & Other Churches",https://www.maxshimbaministries.org/2025/09/eastern-orthodox-on-islam-judaism-other.html,"September 21, 2025",islam,2337,,
Patriarch Bartholomew on Muslims,https://www.maxshimbaministries.org/2025/09/patriarch-bartholomew-on-muslims.html,"September 21, 2025",islam,827,,
Patriarch Timothy I on Muhammad,https://www.maxshimbaministries.org/2025/09/patriarch-timothy-i-on-muhammad.html,"September 21, 2025",muhammad,1308,,
Gregory Palamas on the Muslim God,https://www.maxshimbaministries.org/2025/09/gregory-palamas-on-muslim-god.html,"September 21, 2025",muslim,368,,
"MUHAMMAD’S GOD: A YOUNG CURLY-HAIRED, BEARDLESS BOY!",https://www.maxshimbaministries.org/2025/09/muhammads-god-young-curly-haired.html,"September 15, 2025",muhammad,2375,,
Muhammad’s Jewish Sex-Slave,https://www.maxshimbaministries.org/2025/09/muhammads-jewish-sex-slave.html,"September 15, 2025",islam,312,,
Muhammad’s Inconsistencies,https://www.maxshimbaministries.org/2025/09/muhammads-inconsistencies.html,"September 15, 2025",muhammad,1816,,
"ALLAH NEVER SAID TO ADAM “I AM GOD, WORSHIP ME”",https://www.maxshimbaministries.org/2025/09/allah-never-said-to-adam-i-am-god.html,"September 14, 2025",islam,669,,
"Hosea 11:1, Surah 5:18, and the Contradictions of Muhammad’s Message",https://www.maxshimbaministries.org/2025/09/hosea-111-surah-518-and-contradictions.html,"September 14, 2025",islam,874,,
The Anthropomorphic Dilemma: Allah’s “Shin” and the Question of Divine Uniqueness,https://www.maxshimbaministries.org/2025/09/the-anthropomorphic-dilemma-allahs-shin.html,"September 12, 2025",islam,721,,
The Prohibition of Friendship with Non-Muslims in Islam: A Critical Examination of Qur’anic Teaching and Theological Implications,https://www.maxshimbaministries.org/2025/09/the-prohibition-of-friendship-with-non.html,"September 12, 2025",islam,813,,
The Question of Salvation in Islam and Christianity,https://www.maxshimbaministries.org/2025/09/the-question-of-salvation-in-islam-and.html,"September 12, 2025",islam,393,,
Why Are 90% (or More) of the Prophets Named in the Qurʾān Jewish Men?,https://www.maxshimbaministries.org/2025/09/why-are-90-or-more-of-prophets-named-in.html,"September 12, 2025",muslim,1726,,
"If All Are Born Muslim, Why the Need for Religion and Prophets?",https://www.maxshimbaministries.org/2025/09/if-all-are-born-muslim-why-need-for.html,"September 12, 2025",islam,824,,
THE NIGHT MUHAMMAD INTERACTED WITH JINNS IS AGAINST THE HOLY GOD,https://www.maxshimbaministries.org/2025/09/the-night-muhammad-interacted-with_12.html,"September 12, 2025",islam,6525,,
THE NIGHT MUHAMMAD INTERACTED WITH JINNS IS AGAINST THE HOLY GOD,https://www.maxshimbaministries.org/2025/09/the-night-muhammad-interacted-with.html,"September 11, 2025",islam,6526,,
SHIMBA THEOLOGICAL INSTITUTE NEWSLETTER,https://www.maxshimbaministries.org/2025/12/shimba-theological-institute-newsletter.html,"September 1, 2025",muslim,849,,
Divine Judgment or Historical Irony?,https://www.maxshimbaministries.org/2025/07/divine-judgment-or-historical-irony.html,"July 24, 2025",quran,737,,
ALLAH KILLED HIS OWN GREATEST PROPHET!,https://www.maxshimbaministries.org/2025/07/allah-killed-his-own-greatest-prophet.html,"July 24, 2025",muhammad,213,,
Quran Textual Dependency and Theological Divergence,https://www.maxshimbaministries.org/2025/07/quran-textual-dependency-and.html,"July 24, 2025",quran,799,,
From Zaynab to Zion: The Symbolic and Strategic Role of Women in Jewish-Muslim Conflicts,https://www.maxshimbaministries.org/2025/07/from-zaynab-to-zion-symbolic-and.html,"July 24, 2025",muslim,803,,
The Theological Problem of Predestined Damnation: Questioning the Racial Determinism in Islamic Traditions,https://www.maxshimbaministries.org/2025/07/the-theological-problem-of-predestined.html,"July 24, 2025",islam,822,,
Reclaiming Dignity: A Theological and Biblical Response to Islamic Female Veiling Practices,https://www.maxshimbaministries.org/2025/07/reclaiming-dignity-theological-and.html,"July 24, 2025",islam,801,,
The Role and Status of Women in Islam,https://www.maxshimbaministries.org/2025/07/the-role-and-status-of-women-in-islam.html,"July 24, 2025",islam,899,,
MUSLIMS AND DEMONS ARE BROTHERS,https://www.maxshimbaministries.org/2025/07/muslims-and-demons-are-brothers.html,"July 24, 2025",islam,843,,
Questioning Muhammad’s Interaction with Jinns,https://www.maxshimbaministries.org/2025/07/questioning-muhammads-interaction-with.html,"July 24, 2025",islam,929,,
THE NIGHT MUHAMMAD INTERACTED WITH JINNS IS AGAISNT THE HOLY GOD,https://www.maxshimbaministries.org/2025/07/the-night-muhammad-interacted-with.html,"July 24, 2025",islam,835,,
Theological Inquiries into the Islam of the Jinn,https://www.maxshimbaministries.org/2025/07/theological-inquiries-into-islam-of-jinn.html,"July 24, 2025",islam,897,,
The Death of Muhammad by Poison,https://www.maxshimbaministries.org/2025/07/the-death-of-muhammad-by-poison.html,"July 24, 2025",islam,692,,
A Comparative Analysis of Women’s Empowerment in Israeli and Muslim Societies,https://www.maxshimbaministries.org/2025/07/a-comparative-analysis-of-womens.html,"July 24, 2025",muslim,683,,
Mr. Kim—often regarded as one of the most intelligent people in the world—affirm the lordship and divinity of Jesus Christ,https://www.maxshimbaministries.org/2025/07/mr-kimoften-regarded-as-one-of-most.html,"July 24, 2025",dua,323,,
The Silence of the Garden,https://www.maxshimbaministries.org/2025/07/the-silence-of-garden.html,"July 24, 2025",islam,1118,,
The Ethical Crisis of Child Marriage in Religious History,https://www.maxshimbaministries.org/2025/07/the-ethical-crisis-of-child-marriage-in.html,"July 24, 2025",islam,1009,,
"The Similitude of Shame and the Symbolism of Covering: A Comparative Analysis of Genesis 38:15, the Islamic Veil, and the Kaaba’s Black Cloth",https://www.maxshimbaministries.org/2025/07/the-similitude-of-shame-and-symbolism.html,"July 24, 2025",islam,1026,,
Who Is the Last Prophet According to the Quran? Isa Bin Maryam or Muhammad?,https://www.maxshimbaministries.org/2025/07/who-is-last-prophet-according-to-quran.html,"July 24, 2025",islam,912,,
"Did Prophet Muhammad and His Companions Consume Wild Boar? Yes, they did",https://www.maxshimbaministries.org/2025/07/did-prophet-muhammad-and-his-companions.html,"July 24, 2025",muhammad,741,,
Was Muhammad Really Illiterate?,https://www.maxshimbaministries.org/2025/07/was-muhammad-really-illiterate_24.html,"July 24, 2025",islam,716,,
WERE THESE EXTRAORDINARY TRAITS OF MUHAMMAD PROPHETIC?,https://www.maxshimbaministries.org/2025/07/were-these-extraordinary-traits-of.html,"July 24, 2025",islam,738,,
Was Muhammad Prophesied in the New Testament as the Helper or the Holy Spirit? A Theological and Historical Analysis,https://www.maxshimbaministries.org/2025/07/was-muhammad-prophesied-in-new.html,"July 24, 2025",islam,674,,
Contradictions in the Qur’an – Part 1,https://www.maxshimbaministries.org/2025/07/contradictions-in-quran-part-1.html,"July 24, 2025",islam,682,,
Contradictions in the Qur’an – Part 2,https://www.maxshimbaministries.org/2025/07/contradictions-in-quran-part-2.html,"July 24, 2025",islam,625,,
Contradictions in the Qur’an – Part 3,https://www.maxshimbaministries.org/2025/07/contradictions-in-quran-part-3.html,"July 24, 2025",islam,496,,
Contradictions in the Qur’an – Part 4,https://www.maxshimbaministries.org/2025/07/contradictions-in-quran-part-4.html,"July 24, 2025",muslim,713,,
An Academic Critique of Internal Contradictions in the Quran with Reference to Eschatological Descriptions of Hell’s Sustenance,https://www.maxshimbaministries.org/2025/07/an-academic-critique-of-internal.html,"July 24, 2025",muslim,837,,
"Jesus, the Comforter, and the Claims Regarding Muhammad",https://www.maxshimbaministries.org/2025/07/jesus-comforter-and-claims-regarding.html,"July 21, 2025",muhammad,650,,
The Comforter in John 14:26,https://www.maxshimbaministries.org/2025/07/the-comforter-in-john-1426.html,"July 21, 2025",islam,687,,
A Critical Evaluation of the Sexual Rewards in Islamic Eschatology,https://www.maxshimbaministries.org/2025/07/a-critical-evaluation-of-sexual-rewards.html,"July 21, 2025",islam,1053,,
